observation_id,update_datetime,site_id,latitude,longitude,elevation_in_meters,state,species_id,genus,species,common_name,kingdom,individual_id,phenophase_id,phenophase_description,observation_date,day_of_year,phenophase_status,intensity_category_id,intensity_value,abundance_value
31631,-9999,1601,38.377831,-85.921623,254,IN,3,Acer,rubrum,red maple,Plantae,3001,501,Open flowers,2008-03-07,67,1,-9999,-9999,-9999
31632,-9999,1601,38.377831,-85.921623,254,IN,3,Acer,rubrum,red maple,Plantae,3001,186,Full flowering (50%),2008-03-07,67,0,-9999,-9999,-9999
34116,-9999,1476,34.750793,-82.344971,252,SC,3,Acer,rubrum,red maple,Plantae,2517,501,Open flowers,2008-04-05,96,0,-9999,-9999,-9999
34117,-9999,1476,34.750793,-82.344971,252,SC,3,Acer,rubrum,red maple,Plantae,2517,186,Full flowering (50%),2008-04-05,96,0,-9999,-9999,-9999
18149,-9999,430,42.323002,-71.647003,92,MA,3,Acer,rubrum,red maple,Plantae,1027,501,Open flowers,2008-04-12,103,1,-9999,-9999,-9999
18150,-9999,430,42.323002,-71.647003,92,MA,3,Acer,rubrum,red maple,Plantae,1027,186,Full flowering (50%),2008-04-12,103,0,-9999,-9999,-9999
57802,-9999,790,43.269737,-71.330513,215,NH,3,Acer,rubrum,red maple,Plantae,660,501,Open flowers,2008-04-29,120,1,-9999,-9999,-9999
57803,-9999,790,43.269737,-71.330513,215,NH,3,Acer,rubrum,red maple,Plantae,660,186,Full flowering (50%),2008-04-29,120,1,-9999,-9999,-9999
96864,-9999,1915,41.78344,-73.732552,128,NY,61,Acer,saccharum,sugar maple,Plantae,3990,501,Open flowers,2008-05-08,129,-1,-9999,-9999,-9999
97024,-9999,1915,41.78344,-73.732552,128,NY,3,Acer,rubrum,red maple,Plantae,3991,501,Open flowers,2008-05-08,129,-1,-9999,-9999,-9999
96865,-9999,1915,41.78344,-73.732552,128,NY,61,Acer,saccharum,sugar maple,Plantae,3990,186,Full flowering (50%),2008-05-08,129,-1,-9999,-9999,-9999
97025,-9999,1915,41.78344,-73.732552,128,NY,3,Acer,rubrum,red maple,Plantae,3991,186,Full flowering (50%),2008-05-08,129,-1,-9999,-9999,-9999
96854,-9999,1915,41.78344,-73.732552,128,NY,61,Acer,saccharum,sugar maple,Plantae,3990,501,Open flowers,2008-05-14,135,-1,-9999,-9999,-9999
97014,-9999,1915,41.78344,-73.732552,128,NY,3,Acer,rubrum,red maple,Plantae,3991,501,Open flowers,2008-05-14,135,1,-9999,-9999,-9999
96855,-9999,1915,41.78344,-73.732552,128,NY,61,Acer,saccharum,sugar maple,Plantae,3990,186,Full flowering (50%),2008-05-14,135,-1,-9999,-9999,-9999
97015,-9999,1915,41.78344,-73.732552,128,NY,3,Acer,rubrum,red maple,Plantae,3991,186,Full flowering (50%),2008-05-14,135,1,-9999,-9999,-9999
96844,-9999,1915,41.78344,-73.732552,128,NY,61,Acer,saccharum,sugar maple,Plantae,3990,501,Open flowers,2008-05-22,143,-1,-9999,-9999,-9999
97004,-9999,1915,41.78344,-73.732552,128,NY,3,Acer,rubrum,red maple,Plantae,3991,501,Open flowers,2008-05-22,143,1,-9999,-9999,-9999
96845,-9999,1915,41.78344,-73.732552,128,NY,61,Acer,saccharum,sugar maple,Plantae,3990,186,Full flowering (50%),2008-05-22,143,-1,-9999,-9999,-9999
97005,-9999,1915,41.78344,-73.732552,128,NY,3,Acer,rubrum,red maple,Plantae,3991,186,Full flowering (50%),2008-05-22,143,1,-9999,-9999,-9999
96834,-9999,1915,41.78344,-73.732552,128,NY,61,Acer,saccharum,sugar maple,Plantae,3990,501,Open flowers,2008-05-30,151,-1,-9999,-9999,-9999
96994,-9999,1915,41.78344,-73.732552,128,NY,3,Acer,rubrum,red maple,Plantae,3991,501,Open flowers,2008-05-30,151,1,-9999,-9999,-9999
96835,-9999,1915,41.78344,-73.732552,128,NY,61,Acer,saccharum,sugar maple,Plantae,3990,186,Full flowering (50%),2008-05-30,151,-1,-9999,-9999,-9999
